bamorder	seq_id	seq_key	ID	Site	habitat	Description	Site.class	Agric_eco.activity	Insecticide	Lat	long	Form	species	Ace.1	Duplitype	Ace.A	Ace.1B	Fam	Hex	FAM.HEX	X	VSGC	kdr_A	kdr_B	NY_Gene	bamid	phaseid
177	13-DW-Tar8	Tar8	Tar8	Tarkwa	rainforest	Gutter	Urban	Commercial mining	1	5.31382	1.99232	M	An. gambiae	GG		100	100	27.213	2104.412	0.012931403		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/13-DW-Tar8.srt.dp.rg.bam	ind177
178	140-DW-NeA-49	NeA.49	NeA.49	New-Edubiase	deciduous_forest	Roadside puddle			NA	6.2464	-1.5041	S	An. gambiae	GS	D	NA	NA	7752.696	1238.587	6.259306775		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/140-DW-NeA-49.srt.dp.rg.bam	ind178
179	DW-Aka23	Aka23	Aka23	Akatsi	coastal_savannah	Roadside	Small urban	Gardening	2	6.13605	0.80506	S	An. gambiae	GG		100	100	491.77	2305.182	0.213332396		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Aka23.srt.dp.rg.bam	ind179
180	141-DW-NeA-50	NeA.50	NeA.50	New-Edubiase	deciduous_forest	Roadside puddle			NA	6.2464	-1.5041	S	An. gambiae	GS	D	NA	NA	8806.018	1233.121	7.141244047		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/141-DW-NeA-50.srt.dp.rg.bam	ind180
181	DW-Enc9	Enc9	Enc9	Enchi	rainforest	Farm road	Small urban	Cocoa plantation	2	5.8232	2.822917	M	An. gambiae	GG		100	100	36.322	2461.382	0.01475675		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Enc9.srt.dp.rg.bam	ind181
182	1-DW-Suh2	Suh2	Suh2	Suhum	deciduous_forest	Gutter	Small urban	Gardening	2	6.03496	0.457608	S	An. gambiae	GG		100	100	18.453	1757.355	0.01050044		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/1-DW-Suh2.srt.dp.rg.bam	ind182
183	151-DW-AnB-53	AnB.53	AnB.53	Bantama-Kumasi	deciduous_forest	Roadside puddle			NA	NA	NA	M	An. gambiae	GS	D	NA	NA	9456.666	1053.31	8.978046349			NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/151-DW-AnB-53.srt.dp.rg.bam	ind183
184	DW-Nsa3	Nsa3	Nsa3	Nsawan	deciduous_forest	Refuse damp	Small urban	Gardening	2	5.81674	0.3539	M	An. gambiae	GG		100	100	26.764	2140.796	0.012501892		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Nsa3.srt.dp.rg.bam	ind184
185	49-DW-WE1	WE1	WE1	Wassa Essaman	rainforest	Roadside	Rural	Gardening	2	5.350084	1.678	S	An. gambiae	GS		100	200	24.702	1072.228	0.023038011	GG	FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/49-DW-WE1.srt.dp.rg.bam	ind185
186	54-DW-WE7	WE7	WE7	Wassa Essaman	rainforest	Roadside	Rural	Gardening	2	5.350084	1.678	S	An. gambiae	GG		100	100	37.43	1507.05	0.024836601		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/54-DW-WE7.srt.dp.rg.bam	ind186
187	190-DW-Sha16	SHA16	SHA16	Shama	mangrove_swamp	Refuse damp	Small urban	Fishing	1	5.01183	1.62848	M	An. gambiae	GG		100	100	20.204	1634.341	0.012362169		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/190-DW-Sha16.srt.dp.rg.bam	ind187
188	147-DW-NeA-57	NeA.57	NeA.57	New-Edubiase	deciduous_forest	Roadside puddle			NA	6.2464	-1.5041	S	An. gambiae	SS	D	NA	NA	10147.856	315.931	32.120482		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/147-DW-NeA-57.srt.dp.rg.bam	ind188
189	78-DW-Mad63	Mad63	Mad63	Madina	coastal_savannah	Roadside	Urban	Gardening	15	5.6697	0.1672	S	An. gambiae			NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/78-DW-Mad63.srt.dp.rg.bam	ind189
190	85-DW-Sha2	SHA2	SHA2	Shama	mangrove_swamp	Refuse damp	Small urban	Fishing	1	5.01183	1.62848	M	An. gambiae	GG		100	100	18.86	1709.267	0.01103397		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/85-DW-Sha2.srt.dp.rg.bam	ind190
191	DW-Asa14	Asa14	Asa14	Asankrangwa	rainforest	Roadside	Small urban	Gardening	2	5.80269	2.43342	M	An. gambiae	GG		100	100	20.288	2279.991	0.008898281		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Asa14.srt.dp.rg.bam	ind191
192	150-DW-AnB-51	AnB.51	AnB.51	Bantama-Kumasi	deciduous_forest	Roadside puddle			NA	NA	NA	M	An. gambiae	GS	D	NA	NA	8190.013	1245.568	6.575323868			NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/150-DW-AnB-51.srt.dp.rg.bam	ind192
193	183-DW-NeA-9	NeA.9	NeA.9	New-Edubiase	deciduous_forest	Gutter			NA	6.0597	-1.3937	S	An. gambiae	GS	D	NA	NA	7979.25	1129.762	7.062770743		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/183-DW-NeA-9.srt.dp.rg.bam	ind193
194	DW-Asa11	Asa11	Asa11	Asankrangwa	rainforest	Roadside	Small urban	Gardening	2	5.80269	2.43342	M	An. gambiae	GG		100	100	17.311	1562.057	0.011082182		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Asa11.srt.dp.rg.bam	ind194
195	DW-Kof10	Kof10	Kof10	Koforidua	deciduous_forest	Roadside	Urban	Gardening	2	6.15469	0.27029	S	An. gambiae	GG		100	100	12.44	2343.177	0.005309031		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Kof10.srt.dp.rg.bam	ind195
196	173-DW-NeA-11	NeA.11	NeA.11	New-Edubiase	deciduous_forest	Gutter			NA	6.0597	-1.3937	M	An. gambiae	GG	N	NA	NA	274.679	2959.955	0.09279837		LF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/173-DW-NeA-11.srt.dp.rg.bam	ind196
197	163-DW-DoM-9	DoM.9	DoM.9	Anhiankwanta	deciduous_forest	Gutter			NA	5.9569	-1.7777	M	An. gambiae	GG	N	NA	NA	213.388	2816.346	0.075767679		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/163-DW-DoM-9.srt.dp.rg.bam	ind197
198	92-DW-Kom3	Kom3	Kom3	Komenda	mangrove_swamp	Gutter	Small urban	Fishing	1	5.0557	1.4944	M	An. gambiae	GG		100	100	17.676	1636.398	0.010801773		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/92-DW-Kom3.srt.dp.rg.bam	ind198
199	167-DW-DoM-52	DoM.52	DoM.52	Bantama-Kumasi	deciduous_forest	Puddle			NA	6.4615	-1.8929	M	An. gambiae	GG	N	NA	NA	246.595	2952.792	0.083512486		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/167-DW-DoM-52.srt.dp.rg.bam	ind199
200	DW-Mam2	Mam2	Mam2	Mamprobi	coastal_savannah	Farm road	Urban	Vegefarm	3	5.541	0.2377	M	An. gambiae	GS		100	200	660.403	1543.572	0.427840749		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Mam2.srt.dp.rg.bam	ind200
201	148-DW-AnB-49	AnB.49	AnB.49	Bantama-Kumasi	deciduous_forest	Roadside puddle			NA	NA	NA	M	An. gambiae	GS	D	NA	NA	7885.873	1076.229	7.327318814			NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/148-DW-AnB-49.srt.dp.rg.bam	ind201
202	27-DW-Tub3	Tub3	Tub3	Tuba	coastal_savannah	Farm road	Urban	Vegefarm	3	5.5131	0.3867	S	An. gambiae	GG		100	100	22.865	1981.665	0.011538277		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/27-DW-Tub3.srt.dp.rg.bam	ind202
203	DW-Kof18	Kof18	Kof18	Koforidua	deciduous_forest	Roadside	Urban	Gardening	2	6.15469	0.27029	S	An. gambiae	GS		100	200	716.876	898.146	0.798173126		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Kof18.srt.dp.rg.bam	ind203
204	DW-AF5	AF5	AF5	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	S	An. gambiae	GS		100	200	561.275	637.204	0.880840359		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF5.srt.dp.rg.bam	ind204
205	DW-HA5	HA5	HA5	Half-Assini	coastal_savannah	Gutter	Urban	Coconut plantation	2	5.05133	2.88328	S	An. gambiae	GG		100	100	40.053	3310.693	0.012098071		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-HA5.srt.dp.rg.bam	ind205
206	170-DW-DoM-55	DoM.55	DoM.55	Bantama-Kumasi	deciduous_forest	Puddle			NA	6.4615	-1.8929	M	An. gambiae	GG	N	NA	NA	906.363	3105.203	0.291885265		LF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/170-DW-DoM-55.srt.dp.rg.bam	ind206
207	77-DW-Mad62	Mad62	Mad62	Madina	coastal_savannah	Roadside	Urban	Gardening	14	5.6697	0.1672	S	An. gambiae			NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/77-DW-Mad62.srt.dp.rg.bam	ind207
208	DW-AF2	AF2	AF2	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	S	An. gambiae	GS		100	200	567.81	652.916	0.869652451		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF2.srt.dp.rg.bam	ind208
209	166-DW-DoM-51	DoM.51	DoM.51	Bantama-Kumasi	deciduous_forest	Puddle			NA	6.4615	-1.8929	M	An. gambiae	GG	N	NA	NA	248.21	3126.441	0.079390591		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/166-DW-DoM-51.srt.dp.rg.bam	ind209
210	82-DW-Mad67	Mad67	Mad67	Madina	coastal_savannah	Roadside	Urban	Gardening	19	5.6697	0.1672	S	An. gambiae			NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/82-DW-Mad67.srt.dp.rg.bam	ind210
211	4-DW-Suh11	Suh11	Suh11	Suhum	deciduous_forest	Gutter	Small urban	Gardening	2	6.03496	0.457608	S	An. gambiae	GG		100	100	18.471	2308.643	0.008000804		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/4-DW-Suh11.srt.dp.rg.bam	ind211
212	31-DW-Tub7	Tub7	Tub7	Tuba	coastal_savannah	Farm road	Urban	Vegefarm	3	5.5131	0.3867	M	An. gambiae	GG		100	100	30.303	1586.709	0.01909802		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/31-DW-Tub7.srt.dp.rg.bam	ind212
213	83-DW-Mad68	Mad68	Mad68	Madina	coastal_savannah	Roadside	Urban	Gardening	20	5.6697	0.1672	S	An. gambiae			NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/83-DW-Mad68.srt.dp.rg.bam	ind213
214	87-DW-Sha4	SHA4	SHA4	Shama	mangrove_swamp	Refuse damp	Small urban	Fishing	1	5.01183	1.62848	M	An. gambiae	GG		100	100	20.582	1581.123	0.01301733		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/87-DW-Sha4.srt.dp.rg.bam	ind214
215	86-DW-Sha3	SHA3	SHA3	Shama	mangrove_swamp	Refuse damp	Small urban	Fishing	1	5.01183	1.62848	M	An. gambiae	GG		100	100	29.335	1783.654	0.016446575		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/86-DW-Sha3.srt.dp.rg.bam	ind215
216	88-DW-Sha6	SHA6	SHA6	Shama	mangrove_swamp	Refuse damp	Small urban	Fishing	1	5.01183	1.62848	M	An. gambiae	GG		100	100	21.583	1635.338	0.013197883		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/88-DW-Sha6.srt.dp.rg.bam	ind216
217	90-DW-Sha14	SHA14	SHA14	Shama	mangrove_swamp	Refuse damp	Small urban	Fishing	1	5.01183	1.62848	M	An. gambiae	GG		100	100	25.083	1461.787	0.017159135		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/90-DW-Sha14.srt.dp.rg.bam	ind217
218	80-DW-Mad65	Mad65	Mad65	Madina	coastal_savannah	Roadside	Urban	Gardening	17	5.6697	0.1672	S	An. gambiae			NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/80-DW-Mad65.srt.dp.rg.bam	ind218
219	DW-Bog23	Bog23	Bog23	Bogoso	rainforest	Roadside	Urban	Commercial mining	1	5.56853	2.0026	S	An. gambiae	GG		100	100	17.524	2376.289	0.007374524		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Bog23.srt.dp.rg.bam	ind219
220	91-DW-Kom2	Kom2	Kom2	Komenda	mangrove_swamp	Gutter	Small urban	Fishing	1	5.0557	1.4944	M	An. gambiae	GS		100	200	422.901	1152.981	0.366789219		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/91-DW-Kom2.srt.dp.rg.bam	ind220
221	94-DW-Kom12	Kom12	Kom12	Komenda	mangrove_swamp	Gutter	Small urban	Fishing	1	5.0557	1.4944	M	An. gambiae	GG		100	100	15.927	1430.978	0.01113015		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/94-DW-Kom12.srt.dp.rg.bam	ind221
222	96-DW-Kom14	Kom14	Kom14	Komenda	mangrove_swamp	Gutter	Small urban	Fishing	1	5.0557	1.4944	M	An. gambiae	GG		100	100	18.225	1466.015	0.01243166		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/96-DW-Kom14.srt.dp.rg.bam	ind222
223	122-DW-AnB-7	AnB.7	AnB.7	Bantama-Kumasi	deciduous_forest	Roadside puddle			NA	6.4642	-1.6436	S	An. gambiae	SS	D	NA	NA	8715.185	76.076	114.5589279		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/122-DW-AnB-7.srt.dp.rg.bam	ind223
224	182-DW-NeA-6	NeA.6	NeA.6	New-Edubiase	deciduous_forest	Gutter			NA	6.0597	-1.3937	S	An. gambiae	GG	N	NA	NA	182.893	2828.301	0.064665324		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/182-DW-NeA-6.srt.dp.rg.bam	ind224
225	DW-Aka10	Aka10	Aka10	Akatsi	coastal_savannah	Roadside	Small urban	Gardening	2	6.13605	0.80506	S	An. gambiae	GG		100	100	542.507	1415.083	0.383374685		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Aka10.srt.dp.rg.bam	ind225
226	97-DW-OBP1-1	OBP01	OBP01	Dunkwa-on-Offin	deciduous_forest	Mixed	Urban		NA	6.1986	-1.6569	S	An. gambiae	SS	D	NA	NA	9752.612	323.802	30.11906041		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/97-DW-OBP1-1.srt.dp.rg.bam	ind226
227	106-DW-OBP1-10	OBP10	OBP10	Dunkwa-on-Offin	deciduous_forest	Mixed	Urban		NA	6.1986	-1.6569	S	An. gambiae	SS	D	NA	NA	7841.306	227.199	34.5129424		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/106-DW-OBP1-10.srt.dp.rg.bam	ind227
228	DW-AF11	AF11	AF11	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	M	An. gambiae	GG		100	100	22.725	1938.907	0.011720521		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF11.srt.dp.rg.bam	ind228
229	70-DW-Mad55	Mad55	Mad55	Madina	coastal_savannah	Roadside	Urban	Gardening	7	5.6697	0.1672	S	An. gambiae			NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/70-DW-Mad55.srt.dp.rg.bam	ind229
230	98-DW-OBP1-2	OBP02	OBP02	Dunkwa-on-Offin	deciduous_forest	Mixed	Urban		NA	6.1986	-1.6569	S	An. gambiae	SS	D	NA	NA	8589.568	246.563	34.83721402		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/98-DW-OBP1-2.srt.dp.rg.bam	ind230
231	DW-AdF10	AdF10	AdF10	Ada Foah	mangrove_swamp	Mixed	Small urban	Vegefarm	3	5.8035	0.6641	M	An. gambiae	GS		100	200	649.423	914.287	0.710305407		LL	111	111	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AdF10.srt.dp.rg.bam	ind231
232	DW-AF23	AF23	AF23	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	S	An. gambiae	GS		100	200	971.671	971.671	1		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF23.srt.dp.rg.bam	ind232
233	DW-AdF11	AdF11	AdF11	Ada Foah	mangrove_swamp	Mixed	Small urban	Vegefarm	3	5.8035	0.6641	M	An. gambiae	SS		200	200	911.835	284.074	3.20985025		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AdF11.srt.dp.rg.bam	ind233
234	DW-Dzo11	Dzo11	Dzo11	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	S	An. gambiae	GS		100	200	729.082	1249.582	0.583460709		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo11.srt.dp.rg.bam	ind234
235	DW-AdF17	AdF17	AdF17	Ada Foah	mangrove_swamp	Mixed	Small urban	Vegefarm	3	5.8035	0.6641	M	An. gambiae	SS		200	200	800.426	213.248	3.753498274		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AdF17.srt.dp.rg.bam	ind235
236	DW-AdF18	AdF18	AdF18	Ada Foah	mangrove_swamp	Mixed	Small urban	Vegefarm	3	5.8035	0.6641	M	An. gambiae	GG		100	100	46.154	1734.176	0.026614369		LL	111	111	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AdF18.srt.dp.rg.bam	ind236
237	DW-AF24	AF24	AF24	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	S	An. gambiae	GS		100	200	1044.278	1044.278	1		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF24.srt.dp.rg.bam	ind237
238	DW-AF17	AF17	AF17	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	S	An. gambiae	GS		100	200	933.413	933.413	1		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF17.srt.dp.rg.bam	ind238
239	DW-Dod15	Dod15	Dod15	Dodowa	deciduous_forest	Farm road	Small urban	Vegefarm	3	5.89816	0.1012	S	An. gambiae	SS		200	200	1025.843	364.798	2.812085044		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dod15.srt.dp.rg.bam	ind239
240	DW-AF22	AF22	AF22	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	M	An. gambiae	GG		100	100	2697.184	2697.184	1		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF22.srt.dp.rg.bam	ind240
241	DW-AF6	AF6	AF6	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	M	An. gambiae	GG		100	100	21.032	1913.239	0.010992876		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF6.srt.dp.rg.bam	ind241
242	DW-Axi4	Axi4	Axi4	Axim	rainforest	Gutter	Urban	Rubber plantation	2	4.86384	2.23924	M	An. gambiae	GG		100	100	97.808	1993.484	0.04906385		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Axi4.srt.dp.rg.bam	ind242
243	DW-AF7	AF7	AF7	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	S	An. gambiae	GS		100	200	594.218	761.769	0.78005012		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF7.srt.dp.rg.bam	ind243
244	DW-Dod7	Dod7	Dod7	Dodowa	deciduous_forest	Farm road	Small urban	Vegefarm	3	5.89816	0.1012	S	An. gambiae	GG		100	100	18.39	2201.64	0.008352864		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dod7.srt.dp.rg.bam	ind244
245	2-DW-Suh5	Suh5	Suh5	Suhum	deciduous_forest	Gutter	Small urban	Gardening	2	6.03496	0.457608	S	An. gambiae	GG		100	100	19.17	2428.266	0.007894522		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/2-DW-Suh5.srt.dp.rg.bam	ind245
246	DW-AF8	AF8	AF8	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	M	An. gambiae	GS		100	200	441.912	1041.504	0.424301779		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF8.srt.dp.rg.bam	ind246
247	DW-AF9	AF9	AF9	Assin Foso	deciduous_forest	Gutter	Small urban	Gardening	2	5.6936	1.2733	M	An. gambiae	GG		100	100	22.096	1509.342	0.014639492		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AF9.srt.dp.rg.bam	ind247
248	DW-Dzo16	Dzo16	Dzo16	Dzorwulu	coastal_savannah	Farm road	Urban	Vegefarm	3	5.60499	0.20592	M	An. gambiae	GS		100	200	521.532	2359.85	0.221002182		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dzo16.srt.dp.rg.bam	ind248
249	DW-AgD37	AgD37	AgD37	Agona Dunkwa	deciduous_forest	Gutter	Rural	Gardening	2	5.6338	0.72805	S	An. gambiae	GS		100	200	605.261	1726.403	0.350590795		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-AgD37.srt.dp.rg.bam	ind249
250	DW-Dod16	Dod16	Dod16	Dodowa	deciduous_forest	Farm road	Small urban	Vegefarm	3	5.89816	0.1012	S	An. gambiae	SS		200	200	929.05	343.428	2.705224967		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Dod16.srt.dp.rg.bam	ind250
251	DW-Aka20	Aka20	Aka20	Akatsi	coastal_savannah	Roadside	Small urban	Gardening	2	6.13605	0.80506	S	An. gambiae	GS		100	200	5077.556	884.51	5.740529785		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Aka20.srt.dp.rg.bam	ind251
252	DW-Asi9	Asi9	Asi9	Asikumah	deciduous_forest	Mixed	Small urban	Gardening	2	5.58017	0.9961	S	An. gambiae	GS		100	200	717.987	698.141	1.028426922		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Asi9.srt.dp.rg.bam	ind252
253	DW-Anl11	Anl11	Anl11	Anloga	mangrove_swamp	Farm road	Small urban	Vegefarm	3	5.7863	0.86514	M	An. gambiae	GS		100	200	832.803	592.566	1.405418131		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Anl11.srt.dp.rg.bam	ind253
254	DW-Asi2	Asi2	Asi2	Asikumah	deciduous_forest	Mixed	Small urban	Gardening	2	5.58017	0.9961	S	An. gambiae	SS		200	200	838.962	60.062	13.96826613		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Asi2.srt.dp.rg.bam	ind254
255	DW-Asa5	Asa5	Asa5	Asankrangwa	rainforest	Roadside	Small urban	Gardening	2	5.80269	2.43342	M	An. gambiae	GG		100	100	18.079	1206.425	0.014985598		LL	111	111	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Asa5.srt.dp.rg.bam	ind255
256	192-DW-Kom7	Kom7	Kom7	Komenda	mangrove_swamp	Gutter	Small urban	Fishing	1	5.0557	1.4944	M	An. gambiae	GG		100	100	20.283	1457.337	0.013917852		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/192-DW-Kom7.srt.dp.rg.bam	ind256
257	43-DW-TP6	TP6	TP6	Twifo Praso	rainforest	Gutter	Small urban	Gardening	2	5.6076	1.5458	M	An. gambiae	GG		100	100	22.609	1703.18	0.01327458		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/43-DW-TP6.srt.dp.rg.bam	ind257
258	99-DW-OBP1-3	OBP03	OBP03	Dunkwa-on-Offin	deciduous_forest	Mixed	Urban		NA	6.1986	-1.6569	S	An. gambiae	SS	D	NA	NA	8993.71	63.472	141.6957083		FF	NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/99-DW-OBP1-3.srt.dp.rg.bam	ind258
259	DW-Asa9	Asa9	Asa9	Asankrangwa	rainforest	Roadside	Small urban	Gardening	2	5.80269	2.43342	M	An. gambiae	GG		100	100	17.758	1428.278	0.012433154		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Asa9.srt.dp.rg.bam	ind259
260	DW-Ash13	Ash13	Ash13	Ashaiman	coastal_savannah	Farm road	Small urban	Vegefarm	3	5.6953	0.05237	M	An. gambiae	GS		100	200	768.901	952.381	0.80734601		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Ash13.srt.dp.rg.bam	ind260
261	59-DW-WE19	WE19	WE19	Wassa Essaman	rainforest	Roadside	Rural	Gardening	3	5.350084	1.678	M	An. gambiae			NA	NA						NA	NA		/export/projects/III-data/lamberton/tdd3v/anopheles/bam/59-DW-WE19.srt.dp.rg.bam	ind261
262	DW-Ash26	Ash26	Ash26	Ashaiman	coastal_savannah	Farm road	Small urban	Vegefarm	3	5.6953	0.05237	M	An. gambiae	SS		200	200	839.385	313.551	2.677028617		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Ash26.srt.dp.rg.bam	ind262
263	DW-Ash9	Ash9	Ash9	Ashaiman	coastal_savannah	Farm road	Small urban	Vegefarm	3	5.6953	0.05237	M	An. gambiae	GS		100	200	823.077	766.576	1.073705673		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Ash9.srt.dp.rg.bam	ind263
264	DW-Asi5	Asi5	Asi5	Asikumah	deciduous_forest	Mixed	Small urban	Gardening	2	5.58017	0.9961	S	An. gambiae	SS		200	200	906.353	94.718	9.568962605		LF	111	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Asi5.srt.dp.rg.bam	ind264
265	DW-Nsa8	Nsa8	Nsa8	Nsawan	deciduous_forest	Refuse damp	Small urban	Gardening	2	5.81674	0.3539	M	An. gambiae	GG		100	100	29.458	1911.384	0.015411869		FF	222	222	NN	/export/projects/III-data/lamberton/tdd3v/anopheles/bam/DW-Nsa8.srt.dp.rg.bam	ind265
